Date,Site,Lake,Fish I.D.,Species,Total length (mm),FL (mm),SL (mm),Mass (g),Sampling,Otos,Stomach,Sex,Mature,Gonads,P1,Age,Total otolith radius,DO1..DO52,Fin clip,Locality,Scales,Comments
28-Jun-1998,114,I4,.,White fish,364,.,.,352,Angling,.,.,.,.,.,.,.,.,.,.,.,.,.
28-Jun-1998,114,I4,.,White fish,336,.,.,307,Angling,.,.,.,.,.,.,.,.,.,.,.,.,.
28-Jun-1998,114,I4,.,White fish,320,.,.,247,Angling,.,.,.,.,.,.,.,.,.,.,.,.,.
28-Jun-1998,114,I4,.,White fish,233,.,.,89,Angling,.,.,.,.,.,.,.,.,.,.,.,.,.
28-Jun-1998,114,I4,.,White fish,186,.,.,46,Angling,.,.,.,.,.,.,.,.,.,.,.,.,.
28-Jun-1998,114,I4,.,White fish,388,.,.,494,Angling,.,.,.,.,.,.,.,.,.,.,.,.,.
28-Jun-1998,114,I4,.,White fish,296,.,.,188,Angling,.,.,.,.,.,.,.,.,.,.,.,.,.
28-Jun-1998,114,I4,.,White fish,364,.,.,381,Angling,.,.,.,.,.,.,.,.,.,.,.,.,.
28-Jun-1998,114,I4,.,White fish,244,.,.,119,Angling,.,.,.,.,.,.,.,.,.,.,.,.,.
07-May-2003,114,I4,.,.,.,.,.,.,Angling,.,.,.,.,.,.,.,.,.,.,.,.,.
14-Sep-2004,114,I4,.,Grayling,342,.,.,304,Gill net,.,.,.,.,.,.,.,.,.,.,.,.,.
14-Sep-2004,114,I4,.,L.Trout,485,.,.,991,Gill net,.,.,.,.,.,.,.,.,.,.,.,.,.
14-Sep-2004,114,I4,.,L.Trout,582,.,.,1759,Gill net,.,.,.,.,.,.,.,.,.,.,.,.,.
14-Sep-2004,114,I4,.,White fish,391,.,.,529,Gill net,.,.,.,.,.,.,.,.,.,.,.,.,.
16-Sep-2004,114,I4,.,Grayling,295,.,.,233,Angling,.,.,.,.,.,.,.,.,.,.,.,.,.
16-Sep-2004,114,I4,.,Grayling,308,.,.,259,Gill net,.,.,.,.,.,.,.,.,.,.,.,.,.
16-Sep-2004,114,I4,.,Grayling,321,.,.,299,Angling,.,.,.,.,.,.,.,.,.,.,.,.,.
16-Sep-2004,114,I4,.,Grayling,331,.,.,326,Angling,.,.,.,.,.,.,.,.,.,.,.,.,.
16-Sep-2004,114,I4,.,Grayling,332,.,.,347,Angling,.,.,.,.,.,.,.,.,.,.,.,.,.
16-Sep-2004,114,I4,.,Grayling,343,.,.,371,Angling,.,.,.,.,.,.,.,.,.,.,.,.,.
16-Sep-2004,114,I4,.,Grayling,357,.,.,401,Angling,.,.,.,.,.,.,.,.,.,.,.,.,.
16-Sep-2004,114,I4,.,L.Trout,451,.,.,641,Angling,.,.,.,.,.,.,.,.,.,.,.,.,.
16-Sep-2004,114,I4,.,L.Trout,455,.,.,824,Angling,.,.,.,.,.,.,.,.,.,.,.,.,.
16-Sep-2004,114,I4,.,L.Trout,455,.,.,765,Angling,.,.,.,.,.,.,.,.,.,.,.,.,.
16-Sep-2004,114,I4,.,White fish,347,.,.,352,Angling,.,.,.,.,.,.,.,.,.,.,.,.,.
16-Sep-2004,114,I4,.,White fish,366,.,.,452,Angling,.,.,.,.,.,.,.,.,.,.,.,.,.
16-Sep-2004,114,I4,.,White fish,366,.,.,376,Angling,.,.,.,.,.,.,.,.,.,.,.,.,.
16-Sep-2004,114,I4,.,White fish,368,.,.,382,Gill net,.,.,.,.,.,.,.,.,.,.,.,.,.
16-Sep-2004,114,I4,.,White fish,370,.,.,412,Angling,.,.,.,.,.,.,.,.,.,.,.,.,.
16-Sep-2004,114,I4,.,White fish,373,.,.,421,Fyke net,.,.,.,.,.,.,.,.,.,.,.,.,.
16-Sep-2004,114,I4,.,White fish,380,.,.,453,Fyke net,.,.,.,.,.,.,.,.,.,.,.,.,.
16-Sep-2004,114,I4,.,White fish,381,.,.,498,Fyke net,.,.,.,.,.,.,.,.,.,.,.,.,.
16-Sep-2004,114,I4,.,White fish,382,.,.,444,Fyke net,.,.,.,.,.,.,.,.,.,.,.,.,.
16-Sep-2004,114,I4,.,White fish,384,.,.,438,Fyke net,.,.,.,.,.,.,.,.,.,.,.,.,.
16-Sep-2004,114,I4,.,White fish,399,.,.,482,Fyke net,.,.,.,.,.,.,.,.,.,.,.,.,.
16-Sep-2004,114,I4,.,White fish,455,.,.,765,Fyke net,.,.,.,.,.,.,.,.,.,.,.,.,.
20-Jul-1991,115,I5,18,Grayling,264,243,.,182,.,Yes,Yes,Female,immature,.,.,.,.,.,.,.,.,.
20-Jul-1991,115,I5,19,Grayling,309,282,.,249,.,Yes,Yes,Male,immature,.,.,.,.,.,.,.,.,.
20-Jul-1991,115,I5,22,Grayling,319,293,.,309,.,Yes,Yes,Male,immature,.,.,.,.,.,.,.,.,.
20-Jul-1991,115,I5,21,Grayling,266,243,.,159,.,Yes,Yes,?,immature,.,.,.,.,.,.,.,.,.
20-Jul-1991,115,I5,20,Grayling,235,214,.,110,.,Yes,Yes,?,immature,.,.,.,.,.,.,.,.,one otolith only
20-Jul-1991,115,I5,4,L.Trout,423,388,.,551,.,Yes,Yes,Female,.,.,.,.,.,.,.,.,.,immature?
20-Jul-1991,115,I5,5,L.Trout,553,507,.,1490,.,Yes,Yes,Female,.,.,.,.,.,.,.,.,.,mature and ripe
20-Jul-1991,115,I5,3,L.Trout,550,509,.,1320,.,Yes,Yes,Female,.,.,.,.,.,.,.,.,.,mature?
20-Jul-1991,115,I5,1,L.Trout,480,441,.,940,.,Yes,Yes,Female,mature,.,.,.,.,.,.,.,.,.
20-Jul-1991,115,I5,2,L.Trout,491,463,.,1185,.,Yes,Yes,Female,mature,.,.,.,.,.,.,.,.,.
20-Jul-1991,115,I5,14,White fish,390,358,.,569,.,Yes,Yes,Male,mature,.,.,.,.,.,.,.,.,.
20-Jul-1991,115,I5,13,White fish,436,400,.,802,.,Yes,Yes,Male,mature,.,.,.,.,.,.,.,.,.
20-Jul-1991,115,I5,12,White fish,370,339,.,432,.,Yes,Yes,Female,.,.,.,.,.,.,.,.,.,mature?
20-Jul-1991,115,I5,17,White fish,227,215,.,99,.,Yes,Yes,?,immature,.,.,.,.,.,.,.,.,.
20-Jul-1991,115,I5,16,White fish,373,341,.,420,.,Yes,Yes,Female,mature,.,.,.,.,.,.,.,.,.
20-Jul-1991,115,I5,15,White fish,378,350,.,460,.,Yes,Yes,Male,mature,.,.,.,.,.,.,.,.,.
20-Jul-1991,115,I5,8,White fish,385,356,.,470,.,Yes,Yes,Female,mature,.,.,.,.,.,.,.,.,.
20-Jul-1991,115,I5,9,White fish,390,362,.,460,.,Yes,Yes,Female,mature,.,.,.,.,.,.,.,.,.
20-Jul-1991,115,I5,10,White fish,403,372,.,550,.,Yes,Yes,Male,mature,.,.,.,.,.,.,.,.,.
20-Jul-1991,115,I5,6,White fish,433,397,.,648,.,Yes,Yes,Male,mature,.,.,.,.,.,.,.,.,one otolith only
20-Jul-1991,115,I5,11,White fish,442,407,.,695,.,Yes,Yes,Female,mature,.,.,.,.,.,.,.,.,.
20-Jul-1991,115,I5,7,White fish,411,378,.,580,.,Yes,Yes,Male,mature,.,.,.,.,.,.,.,.,.
31-Jul-1987,116,I6,1,Grayling,157,142,129,26,Gill net,.,.,.,No,.,.,.,.,.,.,.,.,.
31-Jul-1987,116,I6,2,Grayling,392,358,323,420,Gill net,.,.,Female,No,.,.,.,.,.,.,.,.,.
31-Jul-1987,116,I6,3,Grayling,276,252,228,200,Gill net,.,.,Female,No,.,.,.,.,.,.,.,.,.
31-Jul-1987,116,I6,4,Grayling,239,219,202,120,Gill net,.,.,Female,No,.,.,.,.,.,.,.,.,.
31-Jul-1987,116,I6,5,Grayling,255,235,213,150,Gill net,.,.,Male,No,.,.,.,.,.,.,.,.,.
31-Jul-1987,116,I6,6,White fish,334,306,282,270,Gill net,.,.,Female,mature,.,.,.,.,.,.,.,.,.
31-Jul-1987,116,I6,7,Grayling,248,225,217,138,Gill net,.,.,Female,No,.,.,.,.,.,.,.,.,.
31-Jul-1987,116,I6,8,Grayling,127,116,106,14,Gill net,.,.,.,No,.,.,.,.,.,.,.,.,.
31-Jul-1987,116,I6,9,White fish,171,160,149,29,Gill net,.,.,.,No,.,.,.,.,.,.,.,.,.
31-Jul-1987,116,I6,10,White fish,312,286,271,228,Gill net,.,.,Male,.,.,.,.,.,.,.,.,.,.
31-Jul-1987,116,I6,11,L.Trout,287,263,240,177,Gill net,.,.,Male,.,.,.,.,.,.,.,.,.,.
31-Jul-1987,116,I6,12,L.Trout,282,252,238,172,Gill net,.,.,Female,.,.,.,.,.,.,.,.,.,.
20-Jul-1991,117,I7,12,Grayling,295,272,.,230,.,Yes,Yes,?,immature,.,.,.,.,.,.,.,.,.
20-Jul-1991,117,I7,10,Grayling,284,261,.,228,.,Yes,Yes,?,immature,.,.,.,.,.,.,.,.,.
20-Jul-1991,117,I7,13,Grayling,242,220,.,141,.,Yes,Yes,?,immature,.,.,.,.,.,.,.,.,one otolith only
20-Jul-1991,117,I7,15,Grayling,174,163,.,52,.,Yes,Yes,?,immature,.,.,.,.,.,.,.,.,NO otoliths taken
20-Jul-1991,117,I7,14,Grayling,177,161,.,48,.,Yes,Yes,?,immature,.,.,.,.,.,.,.,.,.
20-Jul-1991,117,I7,11,Grayling,265,242,.,168,.,Yes,Yes,?,immature,.,.,.,.,.,.,.,.,.
20-Jul-1991,117,I7,2,L.Trout,436,309,.,705,.,Yes,Yes,Male,mature,.,.,.,.,.,.,.,.,one otolith only
20-Jul-1991,117,I7,1,L.Trout,444,404,.,759,.,Yes,Yes,Male,mature,.,.,.,.,.,.,.,.,.
20-Jul-1991,117,I7,7,White fish,430,397,.,651,.,Yes,Yes,Male,mature,.,.,.,.,.,.,.,.,.
20-Jul-1991,117,I7,8,White fish,399,370,.,538,.,Yes,Yes,Female,mature,.,.,.,.,.,.,.,.,.
20-Jul-1991,117,I7,9,White fish,334,307,.,292,.,Yes,Yes,Male,immature,.,.,.,.,.,.,.,.,.
20-Jul-1991,117,I7,4,White fish,380,351,.,502,.,Yes,Yes,Female,mature,.,.,.,.,.,.,.,.,.
20-Jul-1991,117,I7,3,White fish,389,356,.,545,.,Yes,Yes,Female,mature,.,.,.,.,.,.,.,.,.
20-Jul-1991,117,I7,6,White fish,399,363,.,502,.,Yes,Yes,Female,mature,.,.,.,.,.,.,.,.,.
20-Jul-1991,117,I7,5,White fish,392,360,.,575,.,Yes,Yes,Female,mature,.,.,.,.,.,.,.,.,.
15-Aug-1986,118,I8,201,L.Trout,515,473,440,1400,.,.,Yes,Female,mature,.,.,2.5,1.365,0.303,.,.,.,.
15-Aug-1986,118,I8,202,L.Trout,468,432,400,1100,.,.,Yes,Female,mature,.,.,4.5,1.279,0.3093,.,.,.,.
15-Aug-1986,118,I8,203,L.Trout,527,481,445,1550,.,.,Yes,Female,mature,.,.,8.5,1.422,0.2753,.,.,.,.
15-Aug-1986,118,I8,204,L.Trout,525,484,450,1350,.,.,Yes,Female,mature,.,.,9.5,1.303,0.403,.,.,.,.
15-Aug-1986,118,I8,205,L.Trout,517,475,437,1300,.,.,Yes,Female,mature,.,.,27.5,1.424,0.5604,.,.,.,not ripe
15-Aug-1986,118,I8,206,L.Trout,607,556,510,2100,.,.,Yes,Male,mature,.,.,17.5,1.56,0.3365,.,.,.,.
15-Aug-1986,118,I8,207,L.Trout,325,289,273,260,.,.,Yes,Male,mature,.,.,19.5,1.268,0.3577,.,.,.,.
15-Aug-1986,118,I8,208,L.Trout,428,387,358,600,.,.,Yes,Male,mature,.,.,34.5,1.548,0.1536,.,.,.,.
15-Aug-1986,118,I8,209,L.Trout,297,270,242,205,.,.,Yes,Female,mature,.,.,.,1.378,0.3596,.,.,.,not ripe
15-Aug-1986,118,I8,210,L.Trout,327,293,272,265,.,.,Yes,Male,mature,.,.,7.5,1.351,0.3571,.,.,.,.
15-Aug-1986,118,I8,211,L.Trout,334,302,278,300,.,.,Yes,Female,mature,.,.,6.5,1.146,0.2552,.,.,.,.
15-Aug-1986,118,I8,212,L.Trout,383,276,253,210,.,.,Yes,Male,mature,.,.,4.5,0.9591,0.2381,.,.,.,.
15-Aug-1986,118,I8,201,Grayling,345,318,287,375,.,.,Yes,Female,mature,.,.,12.5,1.762,0.3079,.,.,.,not ripe
15-Aug-1986,118,I8,202,Grayling,376,345,315,485,.,.,Yes,Female,mature,.,.,11.5,.,.,.,.,.,not ripe
15-Aug-1986,118,I8,203,Grayling,417,380,343,600,.,.,Yes,Male,mature,.,.,17.5,1.068,0.303,.,.,.,.
15-Aug-1986,118,I8,204,Grayling,369,341,310,445,.,.,Yes,Female,mature,.,.,7.5,1.348,0.2519,.,.,.,.
15-Aug-1986,118,I8,205,Grayling,419,385,350,625,.,.,Yes,Male,mature,.,.,8.5,0.9042,0.2769,.,.,.,.
15-Aug-1986,118,I8,206,Grayling,365,336,307,430,.,.,Yes,Male,mature,.,.,5.5,0.8787,0.2579,.,.,.,.
15-Aug-1986,118,I8,207,Grayling,320,294,267,335,.,.,Yes,Female,mature,.,.,4.5,.,.,.,.,.,.
15-Aug-1986,118,I8,208,Grayling,385,352,324,520,.,.,Yes,Female,mature,.,.,21.5,.,.,.,.,.,.
15-Aug-1986,118,I8,209,Grayling,299,274,248,235,.,.,Yes,Male,mature,.,.,17.5,1.18,0.3411,.,.,.,.
15-Aug-1986,118,I8,210,Grayling,340,310,286,380,.,.,Yes,Female,mature,.,.,.,1.184,0.2661,.,.,.,.
15-Aug-1986,118,I8,211,Grayling,270,249,225,185,.,.,Yes,Female,mature,.,.,3.5,.,.,.,.,.,.
15-Aug-1986,118,I8,212,Grayling,335,307,277,355,.,.,Yes,Female,mature,.,.,4.5,0.777,0.2163,.,.,.,.
15-Aug-1986,118,I8,213,Grayling,346,321,294,410,.,.,Yes,Male,mature,.,.,3.5,.,.,.,.,.,.
15-Aug-1986,118,I8,214,Grayling,369,333,302,460,.,.,Yes,Male,.,.,.,.,0.8205,0.2446,.,.,.,.
15-Aug-1986,118,I8,215,Grayling,333,303,276,380,.,.,Yes,Female,mature,.,.,.,1.221,0.2805,.,.,.,.
15-Aug-1986,118,I8,216,Grayling,365,337,303,475,.,.,Yes,Female,mature,.,.,12.5,1.01,0.2288,.,.,.,.
15-Aug-1986,118,I8,217,Grayling,373,343,311,440,.,.,Yes,Male,mature,.,.,17.5,0.8689,0.2237,.,.,.,.
15-Aug-1986,118,I8,218,Grayling,355,325,293,420,.,.,Yes,Male,mature,.,.,12.5,0.7754,0.3074,.,.,.,.
15-Aug-1986,118,I8,219,Grayling,394,362,330,620,.,.,Yes,Male,mature,.,.,15.5,0.82,0.4066,.,.,.,.
15-Aug-1986,118,I8,220,Grayling,375,348,316,450,.,.,Yes,Male,mature,.,.,10.5,.,.,.,.,.,.
15-Aug-1986,118,I8,221,Grayling,390,356,320,545,.,.,Yes,Female,mature,.,.,12.5,0.8107,0.3297,.,.,.,.
15-Aug-1986,118,I8,222,Grayling,363,334,302,495,.,.,Yes,Female,mature,.,.,8.5,0.8403,0.3245,.,.,.,.
15-Aug-1986,118,I8,223,Grayling,330,304,278,365,.,.,Yes,Female,mature,.,.,10.5,.,.,.,.,.,.
15-Aug-1986,118,I8,224,Grayling,373,345,317,485,.,.,Yes,Female,mature,.,.,9.5,.,.,.,.,.,.
15-Aug-1986,118,I8,225,Grayling,333,309,280,360,.,.,Yes,Female,mature,.,.,6.5,0.8156,0.2691,.,.,.,.
15-Aug-1986,118,I8,226,Grayling,217,198,180,100,.,.,Yes,Male,mature,.,.,9.5,0.9246,0.2481,.,.,.,.
21-Aug-1989,118,I8,.,Grayling,366,335,.,470,.,.,No,.,No,.,.,2,.,.,.,.,.,.
21-Aug-1989,118,I8,.,Burbot,920,.,.,1315,.,.,No,.,No,.,.,4,.,.,.,.,.,.
21-Aug-1989,118,I8,.,Grayling,279,254,.,220,.,.,No,.,No,.,.,3,.,.,.,.,.,.
21-Aug-1989,118,I8,.,Grayling,323,296,.,315,.,.,No,.,No,.,.,3,.,.,.,.,.,.
21-Aug-1989,118,I8,.,Grayling,374,344,.,495,.,.,No,.,No,.,.,3,.,.,.,.,.,.
21-Aug-1989,118,I8,1,Grayling,340,312,286,415,.,.,Yes,Female,mature,.,.,3,.,.,.,.,.,not ripe
21-Aug-1989,118,I8,2,Grayling,373,340,312,495,.,.,Yes,Male,mature,.,.,2,.,.,.,.,.,.
21-Aug-1989,118,I8,3,L.Trout,450,410,380,873,.,.,Yes,Male,mature,.,.,2,.,.,.,.,.,decayed
21-Aug-1989,118,I8,4,Grayling,362,328,302,450,.,.,Yes,Male,mature,.,.,3,.,.,.,.,.,.
21-Aug-1989,118,I8,5,White fish,425,392,322,842,.,.,Yes,Male,mature,.,.,3,.,.,.,.,.,ripe
21-Aug-1989,118,I8,6,White fish,455,419,388,1000,.,.,Yes,Male,mature,.,.,3,.,.,.,.,.,ripe
21-Aug-1989,118,I8,7,White fish,499,456,420,1150,.,.,Yes,Male,mature,.,.,1,.,.,.,.,.,ripe
21-Aug-1989,118,I8,8,Grayling,405,371,336,610,.,.,Yes,Male,mature,.,.,3,.,.,.,.,.,not ripe
21-Aug-1989,118,I8,9,Grayling,383,352,320,588,.,.,Yes,Female,mature,.,.,3,.,.,.,.,.,not ripe
21-Aug-1989,118,I8,10,L.Trout,480,437,404,1000,.,.,Yes,Female,mature,.,.,3,.,.,.,.,.,not ripe
21-Aug-1989,118,I8,11,L.Trout,440,395,362,735,.,.,Yes,Female,mature,.,.,2,.,.,.,.,.,not ripe
21-Aug-1989,118,I8,12,White fish,425,391,361,743,.,.,Yes,Female,mature,.,.,3,.,.,.,.,.,ripe
21-Aug-1989,118,I8,13,Grayling,429,392,357,707,.,.,Yes,Male,mature,.,.,3,.,.,.,.,.,.
21-Aug-1989,118,I8,14,White fish,510,472,437,1400,.,.,Yes,Female,mature,.,.,4,.,.,.,.,.,ripe
21-Aug-1989,118,I8,15,Grayling,380,350,315,535,.,.,Yes,Female,mature,.,.,3,.,.,.,.,.,.
21-Aug-1989,118,I8,16,Grayling,420,370,338,563,.,.,No,Male,mature,.,.,4,.,.,.,.,.,decayed
21-Aug-1989,118,I8,17,White fish,.,.,.,.,.,.,No,.,No,.,.,3,.,.,.,.,.,"headless: no weight, no length, no otoliths."
21-Aug-1989,118,I8,18,White fish,474,438,403,1150,.,.,Yes,Female,mature,.,.,2,.,.,.,.,.,.
21-Aug-1989,118,I8,19,White fish,472,438,404,1100,.,.,Yes,Male,mature,.,.,2,.,.,.,.,.,.
21-Aug-1989,118,I8,20,White fish,476,439,405,1150,.,.,Yes,Male,mature,.,.,3,.,.,.,.,.,.
21-Aug-1989,118,I8,21,White fish,473,437,403,1030,.,.,Yes,Female,mature,.,.,3,.,.,.,.,.,.
21-Aug-1989,118,I8,22,White fish,442,408,377,990,.,.,Yes,Female,mature,.,.,1,.,.,.,.,.,.
21-Aug-1989,118,I8,23,White fish,475,438,405,1100,.,.,Yes,Male,mature,.,.,3,.,.,.,.,.,.
21-Aug-1989,118,I8,24,White fish,495,457,426,1300,.,.,Yes,Male,.,.,.,3,.,.,.,.,.,.
21-Aug-1989,118,I8,25,White fish,463,426,396,1100,.,.,Yes,Female,mature,.,.,2,.,.,.,.,.,.
21-Aug-1989,118,I8,26,White fish,434,396,364,915,.,.,Yes,Male,mature,.,.,1,.,.,.,.,.,.
21-Aug-1989,118,I8,27,White fish,453,418,383,925,.,.,Yes,Female,mature,.,.,2,.,.,.,.,.,.
21-Aug-1989,118,I8,28,White fish,366,333,311,470,.,.,No,Male,mature,.,.,1,.,.,.,.,.,decayed
21-Aug-1989,118,I8,29,L.Trout,447,408,374,985,.,.,Yes,Female,mature,.,.,3,.,.,.,.,.,.
21-Aug-1989,118,I8,30,L.Trout,450,405,372,825,.,.,Yes,Male,mature,.,.,2,.,.,.,.,.,.
21-Aug-1989,118,I8,31,L.Trout,427,391,362,795,.,.,Yes,Male,mature,.,.,2,.,.,.,.,.,.
21-Aug-1989,118,I8,32,L.Trout,386,350,325,535,.,.,Yes,Female,mature,.,.,3,.,.,.,.,.,.
21-Aug-1989,118,I8,33,L.Trout,373,336,312,435,.,.,Yes,Male,mature,.,.,3,.,.,.,.,.,.
21-Aug-1989,118,I8,34,L.Trout,360,327,299,375,.,.,No,.,mature,.,.,2,.,.,.,.,.,.
21-Aug-1989,118,I8,35,Grayling,392,359,325,565,.,.,Yes,Male,mature,.,.,3,.,.,.,.,.,.
21-Aug-1989,118,I8,36,Grayling,413,379,250,645,.,.,Yes,Male,mature,.,.,1,.,.,.,.,.,.
21-Aug-1989,118,I8,37,Grayling,374,340,311,505,.,.,Yes,Female,mature,.,.,3,.,.,.,.,.,.
21-Aug-1989,118,I8,38,Grayling,435,398,362,795,.,.,Yes,Male,mature,.,.,1,.,.,.,.,.,.
21-Aug-1989,118,I8,39,Grayling,438,402,363,815,.,.,Yes,Male,mature,.,.,1,.,.,.,.,.,.
21-Aug-1989,118,I8,40,Grayling,408,372,337,680,.,.,Yes,Male,mature,.,.,1,.,.,.,.,.,"Tagged: orange juvenile tag, # 029"
21-Aug-1989,118,I8,41,Grayling,360,332,300,475,.,.,Yes,Female,mature,.,.,3,.,.,.,.,.,.
21-Aug-1989,118,I8,42,Grayling,392,361,329,617,.,.,Yes,Male,mature,.,.,2,.,.,.,.,.,.
21-Aug-1989,118,I8,43,Grayling,326,303,275,366,.,.,Yes,Male,mature,.,.,2,.,.,.,.,.,.
21-Aug-1989,118,I8,44,Grayling,391,358,326,597,.,.,Yes,Male,mature,.,.,3,.,.,.,.,.,.
21-Aug-1989,118,I8,45,Grayling,420,384,346,732,.,.,Yes,Male,mature,.,.,2,.,.,.,.,.,.
21-Aug-1989,118,I8,46,Grayling,427,386,348,759,.,.,Yes,Male,mature,.,.,3,.,.,.,.,.,.
21-Aug-1989,118,I8,47,Grayling,377,345,312,543,.,.,Yes,Male,mature,.,.,1,.,.,.,.,.,.
21-Aug-1989,118,I8,48,Grayling,403,365,334,625,.,.,Yes,Male,mature,.,.,2,.,.,.,.,.,.
21-Aug-1989,118,I8,49,Grayling,402,368,333,634,.,.,Yes,Male,mature,.,.,3,.,.,.,.,.,.
21-Aug-1989,118,I8,50,Grayling,289,264,241,215,.,.,Yes,Male,mature,.,.,3,.,.,.,.,.,.
21-Aug-1989,118,I8,51,Grayling,439,403,370,889,.,.,Yes,Male,mature,.,.,3,.,.,.,.,.,.
21-Aug-1989,118,I8,52,Grayling,433,398,363,800,.,.,Yes,Male,mature,.,.,1,.,.,.,.,.,.
21-Aug-1989,118,I8,53,Grayling,402,374,341,647,.,.,Yes,Male,mature,.,.,3,.,.,.,.,.,.
21-Aug-1989,118,I8,54,Grayling,389,358,327,632,.,.,Yes,Female,mature,.,.,4,.,.,.,.,.,.
21-Aug-1989,118,I8,55,Grayling,402,371,337,612,.,.,Yes,Male,mature,.,.,2,.,.,.,.,.,.
21-Aug-1989,118,I8,56,Grayling,420,380,347,780,.,.,Yes,Male,.,.,.,1,.,.,.,.,.,.
21-Aug-1989,118,I8,57,Grayling,335,312,283,447,.,.,Yes,Female,mature,.,.,1,.,.,.,.,.,.
21-Aug-1989,118,I8,58,Grayling,207,193,171,68,.,.,No,Female,No,.,.,4,.,.,.,.,.,decayed
21-Aug-1989,118,I8,59,Grayling,216,199,182,86,.,.,Yes,Female,mature,.,.,3,.,.,.,.,.,.
21-Aug-1989,118,I8,60,Grayling,279,253,233,210,.,.,Yes,Female,mature,.,.,1,.,.,.,.,.,.
21-Aug-1989,118,I8,61,Grayling,384,353,323,533,.,.,Yes,Male,mature,.,.,3,.,.,.,.,.,.
21-Aug-1989,118,I8,62,Grayling,285,264,240,215,.,.,Yes,Female,mature,.,.,2,.,.,.,.,.,.
21-Aug-1989,118,I8,63,Grayling,367,338,312,540,.,.,Yes,Female,mature,.,.,3,.,.,.,.,.,.
21-Aug-1989,118,I8,64,Grayling,378,345,315,560,.,.,Yes,Female,mature,.,.,3,.,.,.,.,.,.
21-Aug-1989,118,I8,65,Grayling,295,271,246,251,.,.,Yes,Female,.,.,.,2,.,.,.,.,.,.
21-Aug-1989,118,I8,66,Grayling,301,275,248,249,.,.,Yes,Male,mature,.,.,2,.,.,.,.,.,.
21-Aug-1989,118,I8,67,Grayling,390,358,329,589,.,.,Yes,Female,mature,.,.,3,.,.,.,.,.,.
21-Aug-1989,118,I8,68,Grayling,371,341,308,510,.,.,Yes,Female,.,.,.,2,.,.,.,.,.,.
21-Aug-1989,118,I8,69,Grayling,359,324,298,518,.,.,Yes,Female,mature,.,.,2,.,.,.,.,.,.
21-Aug-1989,118,I8,70,White fish,317,293,268,295,.,.,Yes,Female,mature,.,.,1,.,.,.,.,.,.
21-Aug-1989,118,I8,71,White fish,459,424,393,1000,.,.,Yes,Female,mature,.,.,2,.,.,.,.,.,.
21-Aug-1989,118,I8,72,White fish,445,411,380,915,.,.,Yes,Female,mature,.,.,2,.,.,.,.,.,.
21-Aug-1989,118,I8,73,White fish,450,414,384,1000,.,.,Yes,Female,mature,.,.,3,.,.,.,.,.,.
21-Aug-1989,118,I8,74,White fish,449,413,382,920,.,.,Yes,Female,mature,.,.,2,.,.,.,.,.,"no gonad wt, eggs released in raft on me"
21-Aug-1989,118,I8,75,White fish,469,435,404,1000,.,.,Yes,Male,mature,.,.,2,.,.,.,.,.,.
21-Aug-1989,118,I8,76,White fish,367,290,267,290,.,.,No,Male,.,.,.,3,.,.,.,.,.,.
21-Aug-1989,118,I8,77,White fish,345,317,293,412,.,.,No,Female,mature,.,.,1,.,.,.,.,.,.
21-Aug-1989,118,I8,78,White fish,372,341,313,498,.,.,Yes,Female,mature,.,.,2,.,.,.,.,.,.
21-Aug-1989,118,I8,79,White fish,427,394,363,870,.,.,Yes,Female,.,.,.,2,.,.,.,.,.,.
21-Aug-1989,118,I8,80,White fish,457,424,386,1000,.,.,Yes,Female,mature,.,.,3,.,.,.,.,.,.
21-Aug-1989,118,I8,81,White fish,428,394,363,865,.,.,Yes,Female,mature,.,.,3,.,.,.,.,.,.
21-Aug-1989,118,I8,82,White fish,468,431,399,1050,.,.,Yes,Male,mature,.,.,2,.,.,.,.,.,.
21-Aug-1989,118,I8,83,L.Trout,412,377,346,638,.,.,No,Female,mature,.,.,2,.,.,.,.,.,.
21-Aug-1989,118,I8,84,L.Trout,472,423,397,1021,.,.,Yes,Male,mature,.,.,3,.,.,.,.,.,.
21-Aug-1989,118,I8,85,L.Trout,467,425,393,985,.,.,Yes,Male,mature,.,.,2,.,.,.,.,.,.
21-Aug-1989,118,I8,86,L.Trout,475,434,402,1000,.,.,Yes,Female,mature,.,.,2,.,.,.,.,.,.
21-Aug-1989,118,I8,87,L.Trout,470,429,397,1000,.,.,Yes,Male,mature,.,.,3,.,.,.,.,.,.
21-Aug-1989,118,I8,88,L.Trout,343,310,293,833,.,.,No,Female,mature,.,.,3,.,.,.,.,.,.
21-Aug-1989,118,I8,89,L.Trout,264,241,222,155,.,.,No,.,mature,.,.,3,.,.,.,.,.,.
21-Aug-1989,118,I8,90,L.Trout,820,780,703,6212,.,.,Yes,Male,mature,.,.,3,.,.,.,.,.,.
23-Aug-1989,118,I8,.,Grayling,367,325,.,505,.,.,No,.,mature,.,.,1,.,.,.,.,.,.
23-Aug-1989,118,I8,.,White fish,418,387,.,770,.,.,No,.,mature,.,.,4,.,.,.,.,.,.
23-Aug-1989,118,I8,91,White fish,478,441,411,1100,.,.,Yes,Male,mature,.,.,1,.,.,.,.,.,.
23-Aug-1989,118,I8,92,White fish,456,420,391,1000,.,.,Yes,Female,mature,.,.,1,.,.,.,.,.,.
